Air Temprature,Atmospresure station,Atmospresure sea,Relative humidity,mean wind speed,Min Temprature,Maximum Temprature ,Horizontol Visibility ,Dew Pount Temprature,Class
7.2,741,753.7,83,4,6.7,11.1,16,4.4,NoRain
6.1,746.2,759,74,3,2.2,8.9,16,1.7,NoRain
8.9,745.5,758.3,61,2,2.2,11.1,16,1.7,NoRain
7.8,748.3,761.2,56,2,3.3,7.8,16,-0.6,NoRain
4.4,750.5,763.3,79,3,2.2,7.2,16,1.1,NoRain
4.4,751.8,764.7,77,0,0.6,6.1,12,0.6,NoRain
6.1,752.2,765.4,76,0,0.6,7.2,14,2.2,NoRain
3.9,753.3,766.3,82,2,-0.6,6.1,16,1.1,NoRain
0.6,753,765.9,82,0,0.6,10.6,16,-2.2,NoRain
5.6,754.8,767.7,35,2,0,8.3,16,-8.9,NoRain
8.3,756.1,769,50,2,0,10.6,16,-1.7,NoRain
4.4,758.8,771.8,65,0,-2.2,4.4,16,-1.7,NoRain
0.6,758.5,771.7,70,2,0,9.4,16,-4.4,NoRain
3.3,759.5,772.7,52,5,-2.1,7.8,16,-5.6,NoRain
7.8,759.3,772.5,40,4,-2.1,9.4,16,-5,NoRain
5,761.5,774.6,36,6,-1.7,5,16,-8.9,NoRain
1.1,761.8,774.9,48,4,-2.2,8.3,16,-8.9,NoRain
3.3,762.8,776,24,4,-1,6.7,16,-15.6,NoRain
6.7,761,774.1,31,6,-1,8.3,16,-9.4,NoRain
4.4,761,774.2,40,3,-1.7,4.4,16,-8.3,NoRain
-0.6,758.3,771.2,59,5,-1.1,7.2,16,-7.8,NoRain
2.8,756.3,769.2,42,5,-2.1,5.6,16,-8.9,NoRain
5.6,753.5,766.6,38,5,-2.1,7.2,16,-7.8,NoRain
5,752.2,765.2,36,5,-1.1,5,16,-8.9,NoRain
-0.6,750.3,763.3,54,4,-2.2,7.2,16,-8.9,NoRain
2.2,750,762.8,31,4,1.7,5.6,16,-13.3,NoRain
5.6,749,761.9,23,2,1.7,7.2,16,-13.9,NoRain
4.4,749.2,762.2,21,4,2.2,4.4,16,-16.1,NoRain
2.2,750.7,763.6,21,6,1.7,6.7,16,-17.8,NoRain
2.2,753,765.9,19,10,0.6,5,16,-18.9,NoRain
5,754.3,767.3,17,9,0.6,6.7,16,-18.3,NoRain
2.8,757,770,20,9,0,2.8,16,-18.3,NoRain
0.6,757.8,770.8,25,9,0.6,7.8,16,-17.2,NoRain
2.2,758.3,771.4,21,8,2.2,6.1,16,-17.8,NoRain
5.6,757.3,770.2,18,8,4.4,7.8,16,-16.7,NoRain
6.7,756.5,769.6,32,8,3.9,6.7,16,-8.9,NoRain
4.4,754.3,767.3,93,4,4.4,11.1,16,3.3,NoRain
5.6,753.8,766.8,76,3,5.6,10,16,1.7,NoRain
10,754,766.9,61,5,6.7,11.1,16,2.8,NoRain
9.4,754.8,767.5,74,5,7.2,9.4,16,5,NoRain
7.8,753,765.7,86,4,6.7,13.3,16,5.6,NoRain
8.3,752.2,764.9,86,0,5,11.1,16,6.1,NoRain
11.1,754.3,767.2,75,0,5,12.8,16,6.7,NoRain
8.3,757.8,770.7,86,0,3.9,8.3,8,6.1,NoRain
5.6,758,770.8,89,0,5,14.4,16,3.9,NoRain
7.2,759.8,772.6,80,3,7.2,12.8,16,3.9,NoRain
12.8,760.3,773.2,69,3,7.8,14.4,16,7.2,NoRain
11.7,761.8,774.8,69,2,7.2,11.7,16,6.1,NoRain
8.3,759.1,772,90,2,7.8,16.7,16,6.7,NoRain
13.3,754.8,767.5,72,3,11.1,13.3,16,8.3,NoRain
11.7,756.8,769.5,83,3,10.6,14.4,16,8.9,NoRain
11.1,756.8,769.5,89,3,11.1,13.3,16,9.4,NoRain
10,753.5,766.3,83,2,7.2,10,16,7.2,NoRain
8.3,752.8,765.7,90,2,7.2,11.1,16,6.7,NoRain
8.9,750.7,763.6,83,0,8.3,11.1,16,6.1,NoRain
10.6,749,761.8,80,0,8.3,11.1,16,7.2,NoRain
10,747.7,760.4,83,2,8.3,10,16,7.2,NoRain
9.4,746,758.8,97,0,8.3,12.8,1.2,8.9,NoRain
10,746.8,759.4,89,2,8.9,11.7,16,8.3,NoRain
12.8,750.7,763.5,77,0,12.2,16.1,16,8.9,NoRain
15.6,752.5,765.1,67,2,12.8,16.7,16,9.4,NoRain
12.2,749.5,762.1,64,3,8.6,13.3,16,5.6,NoRain
12.8,751.3,764,67,2,6.7,15.6,16,6.7,NoRain
10.6,753.3,766.1,71,2,7.2,10.6,16,5.6,NoRain
7.2,753.8,766.5,90,3,6.7,12.8,16,5.6,NoRain
8.3,753,765.9,90,3,8.3,11.7,16,6.7,NoRain
13.3,747,759.7,70,6,9.4,14.4,16,7.8,NoRain
11.7,750.7,763.5,74,2,8.3,11.7,16,7.2,NoRain
15,744,756.6,60,5,8.6,15.6,16,7.2,NoRain
15,742.5,754.9,87,2,12.8,21.1,16,12.8,NoRain
21.1,742.3,754.6,59,5,12.8,22.2,16,12.8,NoRain
17.2,743.8,756.4,78,5,12.8,17.2,16,13.3,NoRain
13.9,743.8,756.2,87,0,12.8,19.4,16,11.7,NoRain
16.7,745.8,758.2,84,3,13.9,18.9,16,13.9,NoRain
16.1,745.8,758.2,48,5,11.7,19.4,16,5,NoRain
19.4,747.7,760.3,41,3,11.7,20.6,16,5.6,NoRain
15.6,750.5,763.2,60,3,11.1,15.6,16,7.8,NoRain
12.8,739,751.4,87,0,11.7,15,16,10.6,NoRain
13.9,745.8,758.4,83,0,11.7,13.9,16,11.1,NoRain
20.6,742,754.4,47,6,12.2,21.1,16,8.9,NoRain
14.4,745.3,757.7,78,3,10,15,16,10.6,NoRain
12.2,748,760.6,87,2,12.2,17.8,16,10,NoRain
17.2,754.3,766.9,63,2,11.7,17.8,16,10,NoRain
15,756.1,768.8,81,4,12.8,15,16,11.7,NoRain
12.8,755.8,768.6,93,2,11.7,18.3,16,11.7,NoRain
15.6,750.7,763.3,84,7,8.6,15.6,16,12.8,NoRain
16.7,751.3,764,75,4,10,18.3,16,12.2,NoRain
12.2,751.8,764.4,97,3,11.1,12.8,2.4,11.7,NoRain
11.1,750.5,763.1,97,3,10,17.2,0.4,10.6,NoRain
13.3,750.5,763.1,90,0,12.8,16.1,16,11.7,NoRain
16.1,750.5,763,81,2,12.8,17.2,11,12.8,NoRain
13.9,750.7,763.3,96,2,12.8,20.6,0.4,13.3,NoRain
14.4,750.5,763.2,90,2,13.9,18.3,12,12.8,NoRain
18.3,750.3,763,73,3,13.9,20.6,16,13.3,NoRain
15.6,750.5,763.1,84,0,13.3,15.6,8,12.8,NoRain
14.4,749.2,761.8,97,0,13.9,18.9,1.6,13.9,NoRain
15,748.5,761.2,93,3,13.9,18.9,12,13.9,NoRain
18.9,748,760.6,78,0,13.9,18.9,11,15,NoRain
15,749.5,762.1,96,2,13.9,17.2,0.4,14.4,NoRain
14.4,749,761.5,93,0,13.9,25.6,6,13.3,NoRain
17.2,749.5,762,84,4,13.3,24.4,16,14.4,NoRain
24.4,749.8,762.2,56,5,13.3,25.6,16,15,NoRain
17.2,751.5,764.1,90,2,13.3,17.2,16,15.6,NoRain
13.3,751.8,764.3,93,0,13.3,23.9,6,12.2,NoRain
16.1,752.2,764.8,84,2,12.2,22.8,16,13.3,NoRain
22.8,752.2,764.9,59,2,12.2,23.9,16,14.4,NoRain
17.8,753.8,766.3,78,0,11.7,17.8,16,13.9,NoRain
12.8,753.5,766.3,90,0,12.2,21.7,16,11.1,NoRain
14.4,754,766.6,84,3,13.3,21.7,16,11.7,NoRain
21.7,754,766.6,53,2,13.3,21.7,16,11.7,NoRain
18.3,755,767.8,68,0,12.2,18.9,16,12.2,NoRain
13.9,754.6,767.2,87,0,13.3,22.2,16,11.7,NoRain
14.4,754,766.8,70,0,9.4,21.1,16,8.9,NoRain
21.1,754.6,767.2,44,3,9.4,22.2,16,8.3,NoRain
15.6,756.1,768.7,72,2,8.9,16.1,16,10.6,NoRain
10.6,757,769.8,86,0,9.4,19.4,16,8.3,NoRain
12.2,757.6,770.3,69,3,12.2,18.9,16,6.7,NoRain
18.9,756.8,769.6,43,3,12.2,19.4,16,6.1,NoRain
16.1,757.6,770.2,63,2,10,16.1,16,8.9,NoRain
12.2,755.8,768.6,75,0,12.2,18.3,16,7.8,NoRain
14.4,755,767.6,62,4,11.1,17.8,16,7.2,NoRain
17.8,754.3,766.9,56,4,11.1,18.3,16,8.9,NoRain
13.9,755.8,768.4,78,3,11.1,15,16,10,NoRain
11.1,754.8,767.5,89,2,11.1,19.4,16,9.4,NoRain
15,754.3,766.9,69,2,12.2,19.4,16,9.4,NoRain
19.4,752.2,764.9,51,4,12.2,19.4,16,8.9,NoRain
14.4,752.2,765.1,72,4,12.2,15,16,9.4,NoRain
11.7,747.5,760,96,2,11.1,18.9,0.8,11.1,NoRain
13.3,748,760.6,87,2,12.2,18.9,16,11.1,NoRain
17.8,748.8,761.3,70,0,12.2,17.8,16,12.2,NoRain
13.9,750.7,763.5,90,2,8.6,15,16,12.2,NoRain
13.9,751.3,763.9,87,3,12.2,20.6,16,11.7,NoRain
14.4,752.5,765.1,84,5,11.7,20,16,11.7,NoRain
20,752.5,765.1,51,5,11.7,20.6,16,9.4,NoRain
16.7,753.5,766.2,73,4,12.2,17.2,16,11.7,NoRain
12.8,752.8,765.4,93,3,11.7,20,11,11.7,NoRain
16.7,752.5,765.1,78,0,14.4,19.4,16,12.8,NoRain
19.4,750.7,763.5,66,6,14.4,20,16,12.8,NoRain
16.1,746.5,759,87,0,16.1,18.9,16,13.9,NoRain
17.2,748,760.5,76,0,16.1,21.1,16,12.8,NoRain
21.1,749,761.4,55,4,16.1,22.2,16,11.7,NoRain
16.7,749.2,761.7,80,4,16.1,26.1,16,13.3,NoRain
16.7,748.8,761.2,80,4,13.3,23.9,16,13.3,NoRain
23.9,746.5,758.9,52,5,13.3,26.1,16,13.3,NoRain
20.6,747.3,759.8,63,3,12.8,20.6,16,13.3,NoRain
13.3,746.5,759,87,0,13.3,24.4,16,11.1,NoRain
17.2,747.3,759.8,78,2,14.4,23.9,16,13.3,NoRain
23.9,748.8,761.2,52,5,14.4,24.4,16,13.3,NoRain
15.6,752.2,765,86,7,14.4,17.2,3.2,13.3,NoRain
15,752.2,764.9,83,5,14.4,23.9,16,12.2,NoRain
16.7,752.8,765.2,80,2,16.7,23.3,16,13.3,NoRain
22.8,751.8,764.4,55,2,16.7,23.9,16,13.3,NoRain
21.1,752.5,765.1,64,4,16.7,21.1,16,13.9,NoRain
16.7,750.5,763,84,2,16.7,19.4,16,13.9,NoRain
17.8,749.5,762.1,78,4,15,19.4,16,13.9,NoRain
19.4,747,759.5,68,5,15,19.4,16,13.3,NoRain
16.7,745.8,758.1,90,3,15,18.3,16,15,NoRain
18.3,743.8,756.3,70,4,15.6,20.6,16,12.8,NoRain
18.9,744.5,756.8,70,2,14.4,18.9,16,13.3,NoRain
15.6,745,757.3,80,2,15.6,22.2,16,12.2,NoRain
17.2,747,759.5,73,3,13.9,21.1,16,12.2,NoRain
20.6,747,759.6,59,3,13.9,22.2,16,12.2,NoRain
14.4,747.3,759.6,84,2,13.9,30.6,16,11.7,NoRain
19.4,745.5,757.9,53,0,13.9,30.6,16,9.4,NoRain
30,745,757.3,20,3,13.9,30.6,16,4.4,NoRain
21.7,746.8,759.2,55,2,12.2,21.7,16,12.2,NoRain
14.4,746.8,759.1,67,0,13.9,30,16,8.3,NoRain
20,746.2,758.8,40,0,13.3,30,16,6.1,NoRain
29.4,746.2,758.7,20,3,13.3,30,16,4.4,NoRain
22.2,747.7,760.3,41,2,11.7,22.2,16,8.3,NoRain
13.9,747.3,759.7,69,0,13.3,28.3,16,8.3,NoRain
19.4,746.5,759.1,42,6,12.8,28.3,16,6.1,NoRain
28.3,746.8,759.2,15,6,12.8,28.3,16,-1.1,NoRain
22.2,749,761.5,30,4,10,22.2,16,3.9,NoRain
13.3,749,761.4,70,0,12.8,24.4,16,7.8,NoRain
17.8,749.2,761.7,45,7,12.8,23.9,16,5.6,NoRain
23.3,749.2,761.7,28,7,12.8,24.4,16,3.9,NoRain
20.6,751.3,763.8,25,6,12.8,20.6,16,0,NoRain
12.8,752,764.7,49,4,12.8,24.4,16,2.2,NoRain
16.1,753.5,766,38,6,13.3,23.9,16,1.7,NoRain
23.9,754.6,767.2,14,7,13.3,24.4,16,-5.6,NoRain
20,757.6,770.2,20,4,12.8,20,16,-3.9,NoRain
15,756.5,769.2,42,4,13.3,22.2,16,2.2,NoRain
16.1,755.3,768,35,7,12.2,21.1,16,0.6,NoRain
21.1,754.8,767.4,30,9,12.2,22.2,16,2.8,NoRain
14.4,755.5,768.3,84,3,12.2,16.7,16,11.7,NoRain
12.2,754.3,767,93,3,12.2,21.7,16,11.1,NoRain
16.7,753,765.8,73,2,13.3,21.7,16,11.7,NoRain
21.1,753,765.6,51,3,13.3,21.7,16,10.6,NoRain
13.3,750.3,762.9,81,3,13.3,21.1,16,10,NoRain
20,747.3,759.8,65,0,13.3,21.1,16,13.3,NoRain
15.6,747.7,760.3,78,3,13.9,17.2,16,11.7,NoRain
14.4,746.8,759.1,84,3,13.3,28.3,16,11.7,NoRain
17.2,746,758.5,76,3,13.9,28.3,16,12.8,NoRain
28.3,746,758.4,30,2,13.9,28.3,16,8.9,NoRain
20.6,747.5,760.1,61,2,13.3,21.1,16,12.8,NoRain
13.9,746.8,759.2,81,2,13.9,32.2,16,10.6,NoRain
20,746.5,759,53,3,15,31.7,16,10,NoRain
31.1,747,759.5,22,4,15,32.2,16,6.7,NoRain
24.4,750,762.4,40,4,15,25,16,10,NoRain
15.6,750.5,763,75,3,15,27.8,16,11.1,NoRain
20,751.3,763.9,61,7,13.9,27.8,16,12.2,NoRain
27.2,751.3,763.9,34,7,13.9,27.8,16,10,NoRain
21.1,753.3,765.9,57,7,13.9,21.1,16,12.2,NoRain
13.9,752.8,765.4,87,4,13.9,23.9,16,11.7,NoRain
16.7,752.2,764.8,70,3,11.7,23.9,16,11.1,NoRain
23.3,751.8,764.3,46,5,11.7,23.9,16,11.1,NoRain
18.9,753.5,766.1,59,5,11.1,18.9,16,10.6,NoRain
12.2,753,765.8,80,2,11.7,20.6,16,8.9,NoRain
16.7,752.5,765.1,62,3,13.3,20.6,16,9.4,NoRain
20,752.5,765.1,51,3,13.3,20,16,9.4,NoRain
15.6,752,764.8,72,4,12.8,15.6,16,10.6,NoRain
16.7,747.7,760.3,80,4,15.6,18.3,16,13.3,NoRain
16.7,748.8,761.2,75,2,16.1,23.3,16,12.2,NoRain
17.8,749.8,762.3,65,3,13.3,22.8,16,11.1,NoRain
22.8,750.7,763.3,51,4,13.3,23.3,16,12.2,NoRain
18.3,752.5,765.1,70,3,12.8,18.3,16,12.8,NoRain
13.3,751.8,764.4,84,3,13.3,21.1,16,10.6,NoRain
15.6,751.5,764.1,78,0,13.9,21.1,16,11.7,NoRain
21.1,751,763.5,49,3,13.9,21.1,16,10,NoRain
17.2,748.8,761.2,73,2,15.6,22.2,16,12.2,NoRain
18.3,750,762.4,56,5,15,18.3,16,9.4,NoRain
15.6,749.5,762.1,90,3,15.6,23.3,16,13.9,NoRain
18.3,750.7,763.3,81,3,14.4,23.3,16,15,NoRain
23.3,751.8,764.3,57,3,14.4,23.3,16,14.4,NoRain
17.8,753,765.5,78,3,14.4,18.9,11,13.9,NoRain
14.4,752,764.5,90,2,14.4,28.9,16,12.8,NoRain
18.3,750.7,763.4,73,0,17.2,28.9,16,13.3,NoRain
28.9,750.3,762.7,34,0,17.2,28.9,16,11.7,NoRain
22.8,751.5,763.9,59,2,16.1,23.3,16,14.4,NoRain
17.2,750.5,763,78,0,17.2,31.1,16,13.3,NoRain
22.8,749.5,762,50,0,17.2,31.1,16,11.7,NoRain
31.1,749.8,762.2,24,3,17.2,31.1,16,8.3,NoRain
22.8,751.3,763.8,57,2,15.6,23.3,16,13.9,NoRain
17.8,750.5,763.1,73,0,17.2,28.9,16,12.8,NoRain
22.2,750,762.4,44,3,15.6,27.8,16,9.4,NoRain
27.8,749.5,761.9,37,5,15.6,28.9,16,11.7,NoRain
21.1,750.7,763.3,57,2,14.4,21.1,16,12.2,NoRain
16.1,750,762.7,78,2,15.6,25,16,12.2,NoRain
18.3,749.5,761.9,63,3,14.4,25,16,11.1,NoRain
24.4,748,760.5,48,3,14.4,24.4,16,12.8,NoRain
17.8,749.8,762.4,70,4,13.3,20.6,16,12.2,NoRain
14.4,749.5,761.9,87,3,14.4,27.8,16,12.2,NoRain
20.6,750.5,763,59,2,15,27.2,16,12.2,NoRain
27.2,751.3,763.9,35,3,15,27.8,16,10.6,NoRain
20.6,753.5,766.3,59,2,13.9,20.6,16,12.2,NoRain
15,753.3,765.8,83,0,15,23.9,16,12.2,NoRain
17.2,752.5,765.1,76,2,14.4,23.9,16,12.8,NoRain
23.9,751.5,764,45,6,14.4,23.9,16,11.1,NoRain
18.9,751.8,764.3,65,3,13.3,19.4,16,12.2,NoRain
14.4,750.5,763,81,0,14.4,21.1,16,11.1,NoRain
16.7,749.8,762.4,70,0,11.7,21.1,16,11.1,NoRain
20.6,749.5,762.1,53,3,11.7,20.6,16,10.6,NoRain
14.4,751.3,764,72,3,11.1,15,16,9.4,NoRain
12.2,750.5,763.2,87,2,11.7,21.7,16,10,NoRain
15,750.3,762.8,75,3,14.4,21.7,16,10.6,NoRain
21.1,749.5,762,53,3,14.4,21.7,16,11.1,NoRain
18.3,749.2,761.9,61,5,14.4,18.3,16,10.6,NoRain
14.4,747.3,759.8,78,5,14.4,27.2,16,10.6,NoRain
17.2,746.2,758.6,63,4,17.2,26.1,16,10,NoRain
26.1,744.7,757.3,52,3,17.2,27.2,16,15.6,NoRain
22.8,746,758.5,62,2,16.1,23.3,16,15,NoRain
18.3,745.5,758,78,0,17.2,29.4,16,14.4,NoRain
23.3,746,758.4,64,2,18.3,29.4,16,16.1,NoRain
28.9,747.3,759.6,44,4,18.3,28.9,16,15.6,NoRain
23.3,749.8,762.3,57,5,15.6,23.3,16,14.4,NoRain
18.3,750.3,762.7,70,4,18.3,27.8,16,12.8,NoRain
20.6,751.3,763.8,68,4,16.1,27.2,16,14.4,NoRain
26.7,752,764.6,49,5,16.1,27.8,16,15,NoRain
21.1,753.5,766,66,3,15,21.7,16,14.4,NoRain
17.8,752.5,765,81,3,16.1,25.6,16,14.4,NoRain
18.9,752.5,765.1,75,3,15.6,25.6,16,14.4,NoRain
25,752.5,765.1,56,6,15.6,25,16,15.6,NoRain
21.1,753,765.7,68,2,15.6,22.2,16,15,NoRain
15.6,752.2,764.9,90,2,15.6,24.4,16,13.9,NoRain
17.8,751.8,764.4,87,0,17.2,24.4,16,15.6,NoRain
24.4,751,763.6,58,4,17.2,24.4,16,15.6,NoRain
17.2,749.8,762.4,87,0,17.2,21.1,16,15,NoRain
20,749.8,762,76,2,8.6,15.2,16,15.6,NoRain
21.1,750,762,68,0,8.6,15.2,16,15,NoRain
18.4,750.7,763.4,79,0,8.6,20,16,14.7,NoRain
18,750.3,762.8,83,0,17.8,23.3,16,15,NoRain
20.1,750.5,762,72,0,8.6,15.2,16,14.9,NoRain
22.2,750,762.4,62,4,8.6,15.2,16,14.6,NoRain
19.2,749.5,762,78,3,8.6,15.2,16,15.3,NoRain
27.8,745.8,758,42,6,17.8,33.9,16,13.9,NoRain
33.9,745.8,757.9,29,3,17.8,35.6,16,13.3,NoRain
27.8,748.5,760.8,44,3,18.3,27.8,16,14.4,NoRain
19.4,749.2,761.6,68,3,17.8,30.6,16,13.3,NoRain
22.8,750,762.4,51,3,15,30.6,16,12.2,NoRain
30,750.5,763,33,4,15,30.6,16,12.2,NoRain
23.9,753,765.7,45,4,13.9,24.4,16,11.1,NoRain
15.6,752.8,765.4,65,2,15,27.2,16,8.9,NoRain
20.6,752.8,765.4,55,5,16.1,27.2,16,11.1,NoRain
27.2,752.8,765.3,30,7,16.1,27.2,16,8.3,NoRain
21.7,754.3,766.9,47,4,15.6,22.2,16,10,NoRain
16.1,753.5,766,63,2,16.1,25.6,16,8.9,NoRain
18.9,752.2,764.9,56,5,13.9,25.6,16,10,NoRain
25,752.2,764.8,37,3,13.9,25,16,9.4,NoRain
18.3,753.3,766,61,3,13.3,18.3,16,10.6,NoRain
13.9,752,764.7,83,2,13.9,25.6,16,11.1,NoRain
16.7,751.3,763.9,75,2,13.9,25,16,12.2,NoRain
25,751,763.7,47,4,13.9,25.6,16,12.8,NoRain
17.2,752.8,765.4,70,3,13.3,18.3,16,11.7,NoRain
13.9,752,764.7,90,2,13.9,26.1,16,12.2,NoRain
18.3,751.8,764.5,70,3,15,26.1,16,12.8,NoRain
25.6,752.2,764.9,48,2,15,25.6,16,13.9,NoRain
18.3,754,766.6,76,3,15,19.4,16,13.9,NoRain
15,753,765.7,93,3,15,25,3.2,13.9,NoRain
19.4,752,764.5,71,2,13.9,25,16,13.9,NoRain
24.4,751.5,764.1,50,3,13.9,24.4,16,13.3,NoRain
17.2,752.5,765,73,3,13.9,20,16,12.2,NoRain
13.9,750.7,763.3,90,5,13.9,32.8,16,12.2,NoRain
20,749,761.4,63,4,18.3,32.8,16,12.8,NoRain
32.2,748.3,760.6,22,4,18.3,32.8,16,7.8,NoRain
25.6,749.8,762.2,47,3,16.1,25.6,16,13.3,NoRain
18.9,749.5,761.9,68,0,18.3,31.7,16,12.8,NoRain
25,749,761.5,47,4,15,31.7,16,12.8,NoRain
30,748.8,761.2,33,4,15,31.1,16,12.2,NoRain
22.8,751.5,763.9,62,2,14.4,22.8,16,15,NoRain
15,751.3,763.9,90,2,15,29.4,16,13.3,NoRain
21.7,750,762.4,61,2,16.7,29.4,16,13.9,NoRain
16.7,749.5,761.8,78,0,16.7,28.9,16,12.8,NoRain
22.2,749.2,761.6,50,4,17.2,27.8,16,11.1,NoRain
24.4,751.5,764,45,2,15,24.4,16,11.7,NoRain
17.2,751,763.6,58,2,17.2,30.6,16,8.9,NoRain
22.8,750.7,763.1,40,5,17.8,30.6,16,8.3,NoRain
29.4,751,763.6,31,4,17.8,30.6,16,10.6,NoRain
23.9,752.8,765.2,43,5,17.8,23.9,16,10.6,NoRain
18.3,752.8,765.4,51,3,18.3,29.4,16,7.8,NoRain
21.7,752.5,764.9,42,6,14.4,28.9,16,8.3,NoRain
28.3,752.5,765.1,31,6,14.4,29.4,16,9.4,NoRain
21.1,753.8,766.3,66,3,14.4,22.2,16,14.4,NoRain
14.4,753.3,765.7,90,0,14.4,30,16,12.8,NoRain
22.2,752.2,764.8,50,4,15.6,29.4,16,11.1,NoRain
29.4,752,764.5,30,5,15.6,30,16,10,NoRain
22.8,753.5,766,53,3,8.6,23.3,16,12.8,NoRain
15.6,752.8,765.3,78,2,15.6,30.6,16,11.7,NoRain
23,752,764.6,49,6,8.6,15.2,16,11.7,NoRain
30.6,752,764.5,30,5,8.6,15.2,16,11.1,NoRain
23,753,765.5,50,4,15,23.9,16,12,NoRain
15,752.5,765.1,31,3,15,28.3,16,-2.2,NoRain
21.7,752.8,765.2,53,5,15,28.3,16,11.7,NoRain
27.8,752.5,765.1,38,5,15,28.3,16,12.2,NoRain
21.7,754.3,766.9,53,3,15.6,21.7,16,11.7,NoRain
15.6,754.3,766.8,72,3,15,26.1,16,10.6,NoRain
18.9,753.8,766.3,63,6,14.4,26.1,16,11.7,NoRain
25.6,753.3,765.9,42,5,14.4,26.1,16,11.7,NoRain
21.1,754.3,766.9,57,2,13.3,21.1,16,12.2,NoRain
14.4,753.3,766,81,3,14.4,22.8,16,11.1,NoRain
16.7,752.8,765.3,67,4,12.8,22.8,16,10.6,NoRain
22.8,752.8,765.3,46,4,12.8,22.8,16,10.6,NoRain
17.8,753.8,766.3,68,3,12.2,17.8,16,11.7,NoRain
12.8,754.3,767,90,0,12.8,20.6,16,11.1,NoRain
15.6,755.3,767.9,72,4,12.8,19.4,16,10.6,NoRain
18.3,755,767.8,61,5,12.8,20.6,16,10.6,NoRain
19.4,750.5,763.1,68,2,13.9,21.1,16,13.3,NoRain
16.1,751.8,764.3,72,3,13.3,17.2,16,11.1,NoRain
13.9,750.3,762.8,87,0,13.9,23.9,16,11.7,NoRain
17.2,750,762.6,63,2,14.4,23.9,16,10,NoRain
23.3,749.8,762.2,40,3,14.4,23.3,16,8.9,NoRain
17.8,751,763.7,63,2,13.3,17.8,16,10.6,NoRain
14.4,750.5,763.1,81,3,14.4,19.4,16,11.1,NoRain
15.6,749.5,762.1,78,5,15.6,18.9,16,11.7,NoRain
18.3,749,761.7,59,3,15.6,19.4,16,10,NoRain
16.7,749.5,762.1,67,3,15,17.2,16,10.6,NoRain
15.6,748.8,761.2,80,2,15.6,25.6,16,12.2,NoRain
17.2,748.5,761.1,81,5,15,22.2,16,13.9,NoRain
22.2,749.2,761.7,68,8,15,25.6,16,16.1,NoRain
18.9,750.7,763.4,75,5,15,18.9,16,14.4,NoRain
15.6,752,764.6,86,2,15,23.9,14,13.3,NoRain
18.9,751.5,764.1,73,2,12.2,23.9,16,13.9,NoRain
22.2,752,764.7,52,3,12.2,23.3,16,11.7,NoRain
17.8,752.5,765.2,63,3,11.7,17.8,16,10.6,NoRain
12.2,751.5,764.2,87,3,12.2,26.7,16,10,NoRain
16.1,750.5,763,75,4,13.9,26.7,16,11.7,NoRain
25,749.8,762.3,43,2,13.9,25.6,16,11.7,NoRain
16.7,751,763.6,70,3,13.9,18.9,16,11.1,NoRain
13.9,750.3,762.7,87,5,13.9,31.1,16,11.7,NoRain
19.4,748.5,760.9,71,4,15,31.1,16,13.9,NoRain
31.1,748.5,760.9,34,4,15,31.1,16,13.3,NoRain
23.3,750.5,763.1,54,3,14.4,23.9,16,13.3,NoRain
15.6,750,762.5,84,0,15,31.1,16,12.8,NoRain
22.8,749.8,762.4,53,4,14.4,31.1,16,12.8,NoRain
30,750.5,763,36,4,14.4,30.6,16,13.3,NoRain
18.3,752.5,765.2,76,3,13.9,20.6,8,13.9,NoRain
14.4,752.8,765.3,93,2,14.4,27.8,3.2,13.3,NoRain
20.6,752,764.6,70,2,16.1,27.8,16,15,NoRain
27.8,752,764.5,42,2,16.1,27.8,16,13.9,NoRain
17.8,753.5,766,75,4,15,21.7,16,13.3,NoRain
16.1,752.8,765.4,84,3,16.1,29.4,16,13.3,NoRain
28.9,751.3,763.7,43,3,15.6,29.4,16,15,NoRain
24.4,752.2,764.8,43,5,15,25,16,11.1,NoRain
16.1,752.5,765.1,78,0,15.6,32.2,16,12.2,NoRain
22.8,752,764.5,50,4,17.2,32.2,16,11.7,NoRain
31.1,751.8,764.2,36,5,17.2,31.7,16,14.4,NoRain
24.4,752.8,765.3,54,2,16.7,25,16,14.4,NoRain
17.2,751,763.4,76,0,17.2,31.1,16,12.8,NoRain
23.3,750,762.6,46,2,15,31.1,16,11.1,NoRain
30.6,748.8,761.2,31,3,15,31.1,16,11.7,NoRain
23.9,749.2,761.8,52,3,15,23.9,16,13.3,NoRain
15,748.8,761.1,81,2,15,28.9,16,11.7,NoRain
21.1,748,760.4,51,4,13.3,28.9,16,10.6,NoRain
27.8,747.5,760,33,4,13.3,28.9,16,10,NoRain
18.3,749.2,761.8,70,2,12.8,18.9,16,12.8,NoRain
13.3,749.2,761.8,90,2,13.3,26.7,16,11.7,NoRain
18.9,748.5,761.2,68,3,14.4,26.7,16,12.8,NoRain
26.1,749.2,761.7,45,3,14.4,26.7,16,13.3,NoRain
18.9,750.7,763.3,68,3,13.9,22.8,16,12.8,NoRain
14.4,750.3,762.7,90,3,14.4,30,16,12.8,NoRain
22.8,749.8,762.2,57,4,16.1,30,16,13.9,NoRain
29.4,750.3,762.7,36,6,16.1,30,16,12.8,NoRain
23.9,751.5,764.1,54,2,15.6,23.9,16,13.9,NoRain
